Country,adaptation_doc,name,subsector_name,title
Guinea,Updated First Nationally Determined Contribution (NDC),Social Development,Social Development: General,"Action 1.7: ""To ensure universal and equitable access to drinking water for the population."" (p. 41)"
Guinea,Updated First Nationally Determined Contribution (NDC),Transport,Sustainable transport planning,"Action 2.10: ""Assessment of CC impacts on coastal infrastructure (ports, roads, etc.)."" (p. 42)"
Guinea,Updated First Nationally Determined Contribution (NDC),Water,Wastewater treatment,"Action 1.5: ""Access to a clean and hygienic living environment"" (p. 41)"
Guinea,Updated First Nationally Determined Contribution (NDC),Water,Water quality,"Action 1.2: ""Search for alternatives to the financing of activities for the preservation of degraded cross-border river basins, following uses and abstraction, and the degradation of water quality (brick factories, dredging of beds for the search for minerals)"" (p. 40)"
Guinea,Updated First Nationally Determined Contribution (NDC),Water,Water supply,"Action 1.7: ""To ensure universal and equitable access to drinking water for the population."" (p. 41)"
Guinea,Updated First Nationally Determined Contribution (NDC),Water,Water: General,Commitment 1: “Development and implementation of the National Water Policy (PNE) action plan” (p. 40)
Guinea,Updated First Nationally Determined Contribution (NDC),Water,Water: General,"Action 1.6: ""Improving the assessment of the impacts of CC and economic activities on surface water (river flows) and promoting studies on the economic values of protected areas and ecosystem services."" (p. 41)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,“Construction of grain banks and seeds;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Agroecology,“Develop an agro-ecological zone and forest management;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Agroforestry,“Develop a national reforestation and sustainable management of forest and agro forestry ecosystems programme by 2025;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,“Develop scientific and technical research on adaptation of new productive varieties with broad spectrum tolerance to climate adverse effects by 2025;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,“Promote forestry/plantation of species resistant to drought and low rainfall by 2030;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,“Short- cycle and drought resistant seeds;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,“Introduction of farming techniques resilient to the effects of climate change;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Fisheries and aquaculture,“Hydro-agricultural Planning;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Agriculture,Livestock,“Introduction of rapid growth fodder plant for animal feeding;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal management,“Develop an Integrated Management Programme for the Coastal Zone by 2025;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Coastal Zone,Sea-level rise protection,"“Increase the adaptation capacity of national ecosystems through soil protection against water and wind erosion, and protecting the coast against rising sea levels and other types of erosion.” (p. 5)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,“Strengthen the existing capacity to participate in the REDD+ mechanism and consequently raise the national effort to combat the adverse impacts of climate change.” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,“As a SIDS draw up a profile of Vulnerability & Resilience to climate change in the country.” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,“Preparation of contingency plans for the management of climate risks and natural disasters;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"“Infrastructure (roads, bridges, houses, etc.)” (p. 6)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),Energy,Energy access,“80% of universal access to electricity by 2030;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Energy,Energy efficiency,“Energy efficiency - reduce energy losses up to 10% in the 2030 time span;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Energy,Renewable energy,“80% renewable energy in the national energy mix by 2030;” (p. 6)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"“Increase the adaptation capacity of national ecosystems through soil protection against water and wind erosion, and protecting the coast against rising sea levels and other types of erosion.” (p. 5)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),LULUCF/Forestry,LULUCF/Forestry: General,“Conduct a nationwide forest inventory;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),LULUCF/Forestry,Reforestation,“Develop a national reforestation and sustainable management of forest and agro forestry ecosystems programme by 2025;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),LULUCF/Forestry,Sustainable forest management,"“Increase the percentage of protected areas from 15% to 26% and ensure its management, and an effective implementation of the Forest Act and the moratorium to ban the felling and export of timber over the next five years;” (p. 5)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),LULUCF/Forestry,Sustainable forest management,“Reduce illegal and indiscriminate felling of trees by 2030;” (p. 5)
Guinea-Bissau,First Nationally Determined Contribution (NDC),Transport,Infrastructure and roads,"“Infrastructure (roads, bridges, houses, etc.)” (p. 6)"
Guinea-Bissau,First Nationally Determined Contribution (NDC),Water,Water management,“Capture and storage of rainwater (water retention basins and mini-dams) for water management in the dry season;” (p. 6)
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Agriculture,Climate smart agriculture,Introduction of farming techniques resilient to the effects of climate change
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Agriculture,Crops,Introduce short- cycle and drought resistant seeds
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Agriculture,Food security,Hydro-agricultural Planning|Construction of grain banks and seeds
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Agriculture,Livestock,Introduction of rapid growth fodder plant for animal feeding
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Coastal Zone,Coastal management,Develop an Integrated Management Programme for the Coastal Zone by 2025
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Coastal Zone,Sea-level rise protection,Protect coastal zone from rising sea levels
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate risk management,Preparation of contingency plans for the management of climate risks and natural disasters
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Energy,Energy access,80% of universal access to electricity by 2030
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Energy,Energy efficiency,Reduce energy losses up to 10% in the 2030 time span
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Energy,Renewable energy,80% renewable energy in the national energy mix by 2030
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable forest management,Conduct a nationwide forest inventory|Develop an agro-ecological zone and forest management|Develop a national reforestation and sustainable management of forest and agro forestry ecosystems programme by 2025|Promote forestry/plantation of species resistant to drought and low rainfall by 2030
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable forest management,Increase the percentage of protected areas from 15% to 26%
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable land management,Protect soil from water and wind erosion
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Urban,Sustainable urban planning,"Improve infrastructure (roads, bridges, houses, etc)"
Guinea-Bissau,Intended Nationally Determined Contribution (INDC),Water,Water conservation and reuse,Capture and storage of rainwater (water retention basins and mini-dams) for water management in the dry season
Guyana,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"“Development and introduction of crop varieties which are: Flood resistant, Drought tolerant, Disease resistant.” (p. 12-13) (Conditional)"
Guyana,First Nationally Determined Contribution (NDC),Coastal Zone,Mangroves,“Mangrove restoration.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,“Implementation of the CRSAP.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,“Developing innovative financial risk management and insurance measures.” (p. 13) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,“Enhanced weather forecasting including microclimate studies and localized forecasting.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,“Development and implementation of Early Warning Systems.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,“Upgrading infrastructure and other assets to protect against flooding.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,“Hinterland Adaptation Measures.” (p. 12) (Conditional)
Guyana,First Nationally Determined Contribution (NDC),Education,Education: General,“Develop environmental and climate change awareness programmes at all levels.” (p. 13) (Conditional)
Guyana,Intended Nationally Determined Contribution (INDC),Agriculture,Agriculture: General,Introduction of new agricultural techniques such as hydroponics and fertigation
Guyana,Intended Nationally Determined Contribution (INDC),Agriculture,Crops,"Development and introduction of crop varieties which are flood resistant, drought tolerant and disease resistant"
Guyana,Intended Nationally Determined Contribution (INDC),Coastal Zone,Mangroves,Mangrove restoration programme along the vulnerable coast|Mangrove restoration
Guyana,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate risk management,Implementation of Climate Resilience Strategy and Action Plan (CRSAP)|Develop environmental and climate change awareness programmes at all levels|Developing innovative financial risk management and insurance measures|Hinterland Adaptation Measures
Guyana,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate services,Enhanced weather forecasting including microclimate studies and localized forecasting
Guyana,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Disaster preparedness,Upgrading infrastructure and other assets to protect against flooding
Guyana,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Early warning system,Development and implementation of Early warning systems
Guyana,Intended Nationally Determined Contribution (INDC),Energy,Biomass energy,"Encourage the use of bio-digesters to reduce waste, produce biogas and provide affordable, healthy and efficient cooking means at the household level."
Guyana,Intended Nationally Determined Contribution (INDC),Environment,Watershed and river basin management,"Conservation of an additional 2 million hectares through Guyana's National Protected Area System and other effective area-based conservation measures as per Guyana's commitment under the UNCBD, including the protection of conservancies and reservoirs and their watersheds and the watersheds upstream of new hydro-power sites."
Guyana,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable forest management,"Contribute to avoided deforestation and achieve an effective REDD+ programme|Implement policy reforms, education, and incentives for integrated planning and management of the mining sector to reduce/avoid deforestation"
Guyana,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable forest management,Continue and improve ongoing work to realize sustainable forest management|Forest monitoring
Guyana,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable land management,Comprehensive land use planning
Guyana,Intended Nationally Determined Contribution (INDC),LULUCF/Forestry,Sustainable land management,Strengthen support for indigenous communities as they continue the stewardship of their lands and inter alia the benefits that accrue from any REDD+ activities from these lands
Guyana,Intended Nationally Determined Contribution (INDC),Water,Water infrastructure,"Integrated water management infrastructure, which includes the construction, rehabilitation and maintenance of conservancies and canals, and sea defenses, water supply and sanitation"
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Agriculture and Food Security: ""Reduction of disaster risk in the most vulnerable parts to droughts"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Agriculture and Food Security: ""Rural engineering techniques valuing materials and labor local"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Agriculture and Food Security: ""Development of thermal energy from the seas for production fresh water"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Agriculture and Food Security: ""Strengthening of meteorological monitoring and forecasting agricultural yields"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"""Develop the bio-economy, climate-smart agriculture and biological"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"Agriculture and Food Security: ""Development of Technologies for the conservation, transformation and enhancement of agricultural products"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Agriculture and Food Security: ""Development of crops and use of agricultural techniques adapted to climate change"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Agriculture and Food Security: ""Conservation of agricultural genetic resources"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Agriculture and Food Security: ""Drought resistant crops adapted to the Haitian context"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Agriculture and Food Security: ""Development of crops adapted to salinized water"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Fisheries and aquaculture,"Agriculture and Food Security: ""Development of aquaculture"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Food security,"""Preservation and strengthening of food security"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"Agriculture and Food Security: ""More efficient techniques for using water resources"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Agriculture,Land and soil management,"Agriculture and Food Security: ""Soil conservation and regeneration"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"""Protect coastal areas from the impacts of climate change"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Development of a national strategy aimed at adapting areas coastal areas in the face of the impacts of climate change"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Planning to protect and relocate infrastructure at risk in the face of to the impacts of climate change"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Reduction of disaster risk in the most vulnerable areas floods, and integration of migrations (internal and international) and planned relocation of communities such as adaptation strategy"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Establishment of infrastructures resilient to adverse climatic events"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Cost-benefit studies of relocation and planned relocation of communities"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Conservation and protection of marine biodiversity and coral reefs"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal Zone: General,"Coastal areas: ""Support for community management of marine protected areas"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal fisheries,"Coastal areas: ""Coastal surveillance, sustainable management of fisheries"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal fisheries,"Coastal areas: ""Improving the autonomy and safety of small fishing vessels"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Coastal management,"""Integrated management of coastal areas and rehabilitation of infrastructure"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Coastal Zone,Mangroves,"Coastal areas: ""Adoption of measures for the protection, conservation and sustainable management of mangrove ecosystems"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Agriculture and Food Security: ""Rural engineering techniques valuing materials and labor local"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"""Information, education and awareness"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"Watersheds: ""Capacity building of watershed management committees"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"""Integrate the effects of climate change into sectoral development strategies"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"""Develop the 15 strategic watersheds that are most vulnerable to extreme climate events according to the spatial planning scheme"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate risk management,"Public finances: ""Increasing the resilience of public investment by improving the understanding and assessment of the risks posed by climate threats"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Agriculture and Food Security: ""Strengthening of meteorological monitoring and forecasting agricultural yields"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"Watersheds: ""Restoration of hydrometeorological stations in watersheds of Haiti"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,"Human settlements: ""Update of the National Risk and Disaster Management Plan (PNGRD) integrating the risks associated with Climate Change"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,"Human settlements: ""Strengthening of the National Risk and Disaster Management System"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,"Human settlements: ""Elaboration and implementation of Urban Planning and Sustainable Development Plans for cities at risk of flooding, including internal movements and displacements of the population and reduction of disaster risks in the most vulnerable areas"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster Risk Management (DRM): General,"Human settlements: ""Development and implementation of risk management plans and disasters at the local level in the most important / vulnerable cities"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster preparedness,"Coastal areas: ""Reduction of disaster risk in the most vulnerable areas floods, and integration of migrations (internal and international) and planned relocation of communities such as adaptation strategy"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Agriculture and Food Security: ""Reduction of disaster risk in the most vulnerable parts to droughts"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Public finances: ""Support to the insurance sector to cover losses resulting from natural and climatic disasters"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Public finances: ""Support for public finances by developing and implementing a disaster risk / climate risk financial management strategy"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"Public finances: ""Development and strengthening of financial instruments that help increase the capacity to mobilize resources in the aftermath of natural disasters and reduce the fiscal volatility associated with them"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"Human settlements: ""Strengthening of early warning systems for natural disasters"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"Public finances: ""Adoption of tax incentive measures favoring renewable energies, local production in particular the bio-economy"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Education,Education: General,"Education: ""Production, communication and dissemination of knowledge related to climate change, including migration (primary and secondary schools and universities)"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Education,Education: General,"Education: ""Awareness at the national level on the causes and effects of climate change and adaptation strategies"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Education,Education: General,"Education: ""Strengthening of the Climate Change Department of the Ministry of the Environment"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Energy,Power system planning: Thermal plants,"Agriculture and Food Security: ""Development of thermal energy from the seas for production fresh water"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Ecosystem and biodiversity,"Coastal areas: ""Conservation and protection of marine biodiversity and coral reefs"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Pollution control,"Public Health: ""Establishment of a monitoring system in the outskirts of the drilling areas"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"""Develop the 15 strategic watersheds that are most vulnerable to extreme climate events according to the spatial planning scheme"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Restoration of hydrometeorological stations in watersheds of Haiti"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Capacity building of watershed management committees"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Development of 15 strategic watersheds based on established co-management plans"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Reforestation of upstream areas"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Development of initiatives related to payment for ecosystem services in watersheds"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Watersheds: ""Regulation of the flow of rivers, protection and restoration of soils"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Environment,Watershed and river basin management,"Water resources: ""Improvement of the water table filling through reforestation activities, physical barriers (dry walls) and biodynamic (living hedges) in catchment areas"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Health,Awareness raising and behavior change,"Public Health: ""Establishment of a monitoring system in the outskirts of the drilling areas"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Health,Disease surveillance and control,"Public Health: ""Improving access to drinking water to prevent waterborne diseases"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Public Health: ""Improved access to health care"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Health,Health services and assessment,"Public Health: ""Taking climate change into account in the planning and implementation of health projects at national and local level"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Urban,Buildings,"Human settlements: ""Strengthening construction standards"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Urban,Sustainable urban planning,"Human settlements: ""Elaboration and implementation of Urban Planning and Sustainable Development Plans for cities at risk of flooding, including internal movements and displacements of the population and reduction of disaster risks in the most vulnerable areas"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Urban,Urban: General,"Human settlements: ""Development and implementation of risk management plans and disasters at the local level in the most important / vulnerable cities"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water efficiency,"Agriculture and Food Security: ""More efficient techniques for using water resources"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water infrastructure,"Water resources: ""Provision of water to communities through the construction of dams, family cisterns, impluviums, hill lakes"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water management,"""Integrated water resources and watershed management"" (6)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water management,"Water resources: ""Development of an Atlas of water resources in a geographic information system"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water management,"Water resources: ""Physical and administrative protection (municipal decrees) of sources in water"" (10)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water sanitation,"Public Health: ""Improving access to drinking water to prevent waterborne diseases"" (11)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water supply,"Agriculture and Food Security: ""Development of thermal energy from the seas for production fresh water"" (9)."
Haiti,First Nationally Determined Contribution (NDC),Water,Water supply,"Water resources: ""Improvement of the water table filling through reforestation activities, physical barriers (dry walls) and biodynamic (living hedges) in catchment areas"" (10)."
Haiti,Intended Nationally Determined Contribution (INDC),Agriculture,Food security,"Crop development and use of agricultural technologies adapted to climate change;|Conservation of agricultural genetic resources;|Development of aquaculture;|Conservation and regeneration of soils;|More efficient use of water resources techniques;|Drought-resistant crops adapted to the Haitian context;|Reducing risk of disaster in the most vulnerable parts droughts;|Development of crops adapted to salinized water;|Agricultural engineering techniques making use of local materials and labor;|Development of the ocean thermal energy for the production of fresh water;|Technology Development for the preservation, processing and reclamation of agricultural products;|Strengthening weather monitoring and forecasting systems in agricultural yields."
Haiti,Intended Nationally Determined Contribution (INDC),Coastal Zone,Coastal management,"Development of a national strategy for the adaptation of coastal areas addressing the impacts of climate change.|Planning to protect and relocate infrastructure at risk facing the impacts of climate change.|Reducing risk of disaster in the most vulnerable areas floods, integration and migration (internal and international ) and reimplantation planned communities like adaptation strategy|Establishment of infrastructure resilient to climate events adverse|Study costs and benefits of relocation and resettlement planned communities.|Adoption of protective measures , conservation and sustainable management mangrove ecosystems|Coastal surveillance , sustainable fisheries management.|Self Improvement and Security for Small Vessels fishing.|Conservation and protection of marine biodiversity and reefs coral|Support for community management of marine."
Haiti,Intended Nationally Determined Contribution (INDC),Cross-Cutting Area,Climate services,"Support for the insurance industry for the management of losses from natural and climatic disasters|Adoption of tax incentive measures promoting renewable energy, local production including bio economy|Supporting public finances by developing and implementing a financial management strategy for climate and disaster risks|Development and strengthening of the financial instruments that can increase the capacity of mobilizing resources following natural disasters and reduce the fiscal volatility implied by them.|Increasing the resilience of public investment by improving understanding and evaluating the risks posed by climate threats."
Haiti,Intended Nationally Determined Contribution (INDC),Disaster Risk Management (DRM),Disaster preparedness,"Elaboration and implementation of urban development plans and Sustainability of flood risks in cities , including internal movements and population resettlements and reducing risk of disaster in the most vulnerable areas.|Update of Risk Management Plan and National Disasters (PNGRD) integrating the risks of climate change|Strengthening the National System for Disaster Risk Management.|Strengthening early warning systems for natural disasters.|Development and implementation of risk management plans and disasters at the local level in most Important / vulnerable cities."
Haiti,Intended Nationally Determined Contribution (INDC),Education,Education: General,"Production , communication and dissemination of knowledge related to climate change , including migration (primary schools, secondary and universities).|National awareness on the causes and effects of Climate change and adaptation strategies.|Strengthening the Management of Climate Change of the Ministry of the environment."
Haiti,Intended Nationally Determined Contribution (INDC),Health,Health services and assessment,Improving access to drinking water to prevent waterborne diseases.|Improving access to health care. |Setting up a monitoring system on the outskirts of drilling areas. |Consideration of climate change in the planning and implementation of health projects at national and local levels.
Haiti,Intended Nationally Determined Contribution (INDC),Water,Water management,"Water supply of communities by building dams, family cisterns, rainwater storage, storage ponds|Development of an Atlas of Water resources in a GIS|Physical and administrative protection of Water resources|Improved filling of groundwater by activities of reforestation , Physical and biodynamic barriers in the storage areas.|Watersheds|Restoring hydrometeorological stations|Strengthening of basin management committees building slopes.|Development of 15 strategic watersheds from plans co established.|Reforestation of upstream areas.|Development of initiatives related to payment for ecosystems services in watersheds|Regulation of the flow of rivers , soil protection and restoration."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Priority sector for adaptation: Agriculture, soils and food security (7)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,Strengthening capacities and research: Design and implementation of a national research program about biodiversity (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,Strengthening capacities and research: promote the establishment of regional research centers and a national program for divulgation of results (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,Society and legislation: improvement of land tenure (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Society and legislation: diversification of national agriculture production and, particularly, subsistence agriculture (8)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,"Society and legislation: improvement of storage, processing and preservative systems for agriculture production (8)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agriculture: General,Society and legislation: Development of model farms for the diffusion of better cultivation practices (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agroecology,Strengthening capacities and research: Development of sustainable systems based on agroecology (8).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Agroforestry,Change in agriculture practices: plantation of “Quesungual” agroforestry systems (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,Change in agriculture practices: practices for biological control of plagues and diseases (7).
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"Strengthening capacities and research: selection and development of cultivar species and varieties and pastures resistant to droughts, floods and greater [hazards] (7)."
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Change in agriculture practices: reduction of the fertilizer load (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Change in agriculture practices: use of organic fertilizers with slow absorption (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Change in agriculture practices: Changes to the cultivation calendar (7)
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,"Change in agriculture practices: incentivize the production of ""criolla"" seeds adapted to local conditions (7)"
Honduras,First Nationally Determined Contribution (NDC),Agriculture,Crops,Change in agriculture practices: introduction of plants that are insect-repellent in established cultivars (7).
